Id,SalePrice
1894,122987.055
1895,128488.35
1896,122928.23
1897,111077.82
1898,109974.13
1899,162601.53
1900,153217.27
1901,168670.52
1902,131766.69
1903,213532.81
1904,151492.69
1905,201432.84
1906,177456.75
1907,187254.84
1908,123569.54
1909,125964.92
1910,122326.02
1911,203110.52
1912,276088.1
1913,149721.88
1914,66795.28
1915,372951.0
1916,72057.73
1917,242167.81
1918,136475.95
1919,171198.78
1920,149509.7
1921,378793.8
1922,307977.78
1923,219770.39
1924,236677.2
1925,214653.0
1926,372371.78
1927,136668.72
1928,162692.55
1929,127746.8
1930,136304.86
1931,141645.4
1932,146381.38
1933,179140.77
1934,183504.25
1935,176818.75
1936,190952.5
1937,188602.83
1938,166909.73
1939,255010.75
1940,204223.27
1941,174197.3
1942,187831.33
1943,195998.9
1944,336304.1
1945,378197.78
1946,158547.81
1947,324211.94
1948,175805.3
1949,237807.42
1950,178859.44
1951,280894.47
1952,243940.1
1953,168388.72
1954,186686.52
1955,133232.83
1956,247041.83
1957,161776.05
1958,319181.8
1959,135950.34
1960,113715.07
1961,116603.836
1962,99796.9
1963,107797.08
1964,115512.65
1965,148089.58
1966,147669.53
1967,294356.44
1968,426436.6
1969,380548.0
1970,484655.28
1971,517573.28
1972,351403.97
1973,273298.03
1974,315731.1
1975,516401.56
1976,284362.25
1977,367470.12
1978,359963.8
1979,329710.34
1980,191398.55
1981,335966.34
1982,247109.83
1983,226212.78
1984,168302.11
1985,213510.77
1986,209854.44
1987,174487.28
1988,181634.67
1989,185473.7
1990,217252.11
1991,222156.94
1992,212107.77
1993,164940.39
1994,234184.77
1995,180886.88
1996,246635.9
1997,337088.47
1998,329361.97
1999,273303.78
2000,310446.2
2001,261292.33
2002,238717.89
2003,233600.64
2004,261361.69
2005,216903.33
2006,236350.55
2007,253240.36
2008,212794.05
2009,190797.39
2010,188914.92
2011,138252.42
2012,169156.67
2013,185092.28
2014,191786.16
2015,194280.78
2016,196457.44
2017,206088.56
2018,131371.67
2019,134382.48
2020,117710.46
2021,110257.51
2022,178916.92
2023,149351.3
2024,227010.16
2025,489117.0
2026,174001.03
2027,155273.39
2028,147590.56
2029,184435.1
2030,270416.8
2031,268139.84
2032,274992.12
2033,260768.06
2034,167484.8
2035,208078.6
2036,200321.19
2037,211039.16
2038,348401.5
2039,220336.42
2040,391643.9
2041,237233.39
2042,198913.72
2043,167471.48
2044,172534.52
2045,205710.16
2046,134751.38
2047,144818.03
2048,142112.31
2049,135639.56
2050,179158.17
2051,107862.0
2052,128316.2
2053,144367.11
2054,85638.08
2055,149221.73
2056,121427.266
2057,120439.875
2058,235331.08
2059,125810.69
2060,162822.52
2061,189278.5
2062,136026.83
2063,112191.25
2064,140357.39
2065,131766.66
2066,173263.33
2067,107170.945
2068,118411.664
2069,97202.35
2070,108962.12
2071,83206.97
2072,125701.37
2073,141163.84
2074,179868.5
2075,140072.06
2076,125636.24
2077,154938.89
2078,133437.1
2079,122749.15
2080,122864.16
2081,125981.84
2082,124618.76
2083,144141.6
2084,111711.45
2085,127677.25
2086,127446.6
2087,105586.69
2088,99532.3
2089,78349.195
2090,128069.39
2091,119202.68
2092,130032.71
2093,120117.37
2094,130754.98
2095,152834.16
2096,96683.0
2097,96686.29
2098,149506.58
2099,68854.57
2100,91912.164
2101,118208.7
2102,125407.08
2103,103090.92
2104,117863.97
2105,130186.4
2106,59194.824
2107,226684.14
2108,122348.016
2109,116378.48
2110,135403.48
2111,152956.94
2112,137304.14
2113,121464.59
2114,111053.59
2115,156619.17
2116,111622.52
2117,144336.52
2118,115447.836
2119,107081.03
2120,110101.65
2121,117741.57
2122,104051.99
2123,84467.17
2124,174705.75
2125,121418.61
2126,162729.28
2127,158876.69
2128,136580.61
2129,106206.05
2130,140118.95
2131,156780.02
2132,109377.63
2133,113061.05
2134,123332.56
2135,98208.81
2136,75200.46
2137,108589.91
2138,137371.12
2139,149648.1
2140,143307.98
2141,148708.05
2142,135244.38
2143,150203.9
2144,111279.06
2145,135121.2
2146,166805.78
2147,146843.77
2148,124909.74
2149,133008.58
2150,232580.3
2151,130497.484
2152,184450.78
2153,160372.33
2154,112675.7
2155,136560.95
2156,226555.05
2157,226497.08
2158,248799.92
2159,210849.94
2160,169675.19
2161,245229.5
2162,464151.2
2163,350806.5
2164,250304.31
2165,199790.9
2166,147419.6
2167,205652.55
2168,209484.89
2169,192778.45
2170,226541.86
2171,146304.16
2172,136070.88
2173,149563.39
2174,234358.69
2175,312116.62
2176,329013.8
2177,237230.5
2178,224526.52
2179,146496.23
2180,206223.92
2181,186086.64
2182,235957.28
2183,195440.52
2184,130514.31
2185,116644.75
2186,144085.69
2187,146834.92
2188,160390.14
2189,198772.36
2190,86096.414
2191,86096.65
2192,101829.77
2193,93682.83
2194,90409.14
2195,114487.75
2196,109729.945
2197,117802.1
2198,158485.31
2199,172642.11
2200,150188.6
2201,136426.1
2202,217374.73
2203,161091.98
2204,190205.62
2205,116375.984
2206,158919.69
2207,209088.27
2208,254877.97
2209,200817.05
2210,125013.61
2211,111063.07
2212,114457.49
2213,104772.33
2214,124025.43
2215,97799.3
2216,139061.19
2217,79681.63
2218,94835.05
2219,65328.477
2220,63499.496
2221,373019.25
2222,269137.25
2223,271572.8
2224,220523.44
2225,123748.46
2226,176104.47
2227,200614.25
2228,292729.84
2229,238222.3
2230,165486.2
2231,210785.92
2232,193403.02
2233,175795.64
2234,241565.14
2235,213343.72
2236,262037.31
2237,365395.16
2238,206771.03
2239,106744.305
2240,153580.11
2241,157112.16
2242,126402.13
2243,125406.05
2244,100848.46
2245,97892.85
2246,151483.53
2247,109694.33
2248,132316.69
2249,125917.63
2250,134438.56
2251,130243.87
2252,180191.81
2253,166026.86
2254,179987.19
2255,193080.08
2256,185006.23
2257,189257.55
2258,165929.9
2259,182141.42
2260,154029.25
2261,178999.16
2262,194564.28
2263,349978.88
2264,446736.8
2265,176451.14
2266,290063.84
2267,383004.84
2268,388759.7
2269,159158.05
2270,181123.36
2271,249874.11
2272,199459.69
2273,160187.7
2274,174261.78
2275,159215.2
2276,187986.22
2277,187428.4
2278,152357.34
2279,127129.09
2280,121427.47
2281,173414.06
2282,177662.55
2283,102559.32
2284,105335.04
2285,143891.69
2286,124224.38
2287,346665.78
2288,274085.97
2289,356040.84
2290,473931.66
2291,348858.62
2292,438375.72
2293,493112.72
2294,426498.9
2295,469619.22
2296,302165.1
2297,328029.1
2298,331305.3
2299,428189.25
2300,327048.94
2301,275959.0
2302,237540.45
2303,249619.23
2304,236943.2
2305,185613.89
2306,186536.14
2307,192515.12
2308,230737.47
2309,279998.66
2310,229891.38
2311,190941.42
2312,184503.19
2313,171797.58
2314,174355.7
2315,175924.14
2316,196687.19
2317,183875.7
2318,178531.12
2319,176876.58
2320,179281.27
2321,234672.75
2322,164906.86
2323,183363.28
2324,160879.69
2325,216989.58
2326,165801.19
2327,205520.61
2328,238003.5
2329,186013.06
2330,177809.1
2331,373705.5
2332,443440.03
2333,282363.8
2334,250833.88
2335,262637.62
2336,322067.72
2337,200796.0
2338,277984.06
2339,211474.73
2340,390820.97
2341,205382.17
2342,246190.36
2343,218957.86
2344,235934.75
2345,222431.83
2346,226217.38
2347,207321.39
2348,243229.95
2349,169575.48
2350,282762.0
2351,241825.14
2352,242651.83
2353,219133.62
2354,130625.02
2355,154981.73
2356,150591.34
2357,203551.7
2358,196226.16
2359,132098.45
2360,120490.82
2361,135566.14
2362,270809.9
2363,141477.3
2364,168782.23
2365,234881.6
2366,192536.42
2367,223432.03
2368,209272.86
2369,220618.0
2370,180431.56
2371,176385.69
2372,178842.97
2373,266451.62
2374,277438.25
2375,260057.22
2376,315821.16
2377,368068.84
2378,133237.16
2379,198583.44
2380,144215.94
2381,159254.5
2382,194753.67
2383,202499.42
2384,258094.88
2385,157655.47
2386,135043.16
2387,137331.58
2388,92740.125
2389,127738.89
2390,150615.45
2391,141470.9
2392,115864.59
2393,158311.3
2394,146763.16
2395,202489.27
2396,146921.25
2397,221012.34
2398,122136.96
2399,52503.47
2400,65332.23
2401,115832.45
2402,134275.55
2403,133227.08
2404,146876.62
2405,162125.28
2406,143768.28
2407,130859.34
2408,134612.62
2409,134758.06
2410,183858.88
2411,122552.07
2412,150786.02
2413,134013.22
2414,141688.06
2415,125807.125
2416,131478.1
2417,139030.3
2418,131064.73
2419,118228.58
2420,129765.35
2421,141461.75
2422,119948.53
2423,136928.77
2424,167694.16
2425,167448.42
2426,127146.2
2427,143669.14
2428,170415.44
2429,115129.8
2430,129158.76
2431,98877.02
2432,144316.42
2433,146465.1
2434,138963.53
2435,151335.3
2436,111985.99
2437,110444.086
2438,124790.97
2439,101401.41
2440,124462.13
2441,92757.64
2442,97068.94
2443,114829.29
2444,128069.45
2445,97457.08
2446,131839.89
2447,193633.45
2448,139422.0
2449,121901.57
2450,143158.8
2451,127458.086
2452,189202.56
2453,95994.086
2454,123122.19
2455,123815.11
2456,139272.95
2457,119413.3
2458,120672.28
2459,111018.234
2460,146357.84
2461,123475.99
2462,134491.84
2463,126376.5
2464,164829.2
2465,137243.03
2466,108310.03
2467,153892.52
2468,75855.27
2469,74307.94
2470,166190.58
2471,198533.56
2472,177013.45
2473,124016.15
2474,97037.91
2475,222926.06
2476,109894.164
2477,125175.17
2478,149673.48
2479,117435.445
2480,160382.33
2481,126689.836
2482,137522.69
2483,116965.086
2484,124375.57
2485,129669.31
2486,159680.62
2487,164764.6
2488,159465.98
2489,148180.0
2490,152306.78
2491,83190.37
2492,190551.69
2493,148679.52
2494,161856.28
2495,87003.14
2496,229568.11
2497,157093.06
2498,111766.7
2499,91436.8
2500,123610.5
2501,135448.6
2502,153901.64
2503,105559.914
2504,178951.38
2505,236465.22
2506,252756.19
2507,315912.8
2508,252742.83
2509,223784.45
2510,236913.77
2511,182312.16
2512,214527.69
2513,218442.7
2514,211489.5
2515,152338.02
2516,167622.36
2517,143133.16
2518,147304.2
2519,228843.12
2520,209219.8
2521,182009.42
2522,227067.73
2523,121735.33
2524,135304.3
2525,152317.8
2526,140208.9
2527,110283.73
2528,131016.945
2529,131645.69
2530,123967.14
2531,244179.05
2532,219740.34
2533,193275.64
2534,246600.27
2535,321495.28
2536,229241.34
2537,226350.66
2538,183156.98
2539,184340.97
2540,173650.81
2541,176673.75
2542,159666.77
2543,126428.28
2544,132867.52
2545,133771.11
2546,122493.07
2547,135184.3
2548,147773.52
2549,160340.45
2550,515592.72
2551,143305.88
2552,134403.14
2553,76055.93
2554,93402.31
2555,118079.945
2556,95500.37
2557,95797.36
2558,154130.22
2559,130133.78
2560,141275.69
2561,144433.53
2562,144398.8
2563,153040.56
2564,184590.84
2565,134796.0
2566,157604.11
2567,136436.66
2568,192156.72
2569,199048.72
2570,123461.69
2571,187536.84
2572,180970.44
2573,207353.31
2574,277028.66
2575,133151.25
2576,121637.5
2577,150324.97
2578,85188.9
2579,66324.62
2580,115689.76
2581,135330.95
2582,122117.13
2583,295980.5
2584,162328.69
2585,173487.33
2586,201131.95
2587,195741.83
2588,152870.7
2589,149533.58
2590,224700.19
2591,232299.89
2592,213371.0
2593,260372.78
2594,173415.98
2595,195796.05
2596,356569.12
2597,183174.03
2598,258533.06
2599,323403.94
2600,166484.53
2601,151640.38
2602,77581.55
2603,101015.4
2604,85152.24
2605,68538.56
2606,148733.22
2607,174153.45
2608,200494.19
2609,164375.97
2610,119800.13
2611,129869.234
2612,152146.5
2613,132692.22
2614,130958.586
2615,155424.69
2616,144471.5
2617,173193.03
2618,176324.89
2619,207618.23
2620,190393.25
2621,184003.4
2622,189148.72
2623,217943.78
2624,272064.78
2625,315396.1
2626,164021.45
2627,174363.06
2628,438498.8
2629,536950.9
2630,357837.88
2631,530264.75
2632,410762.28
2633,334045.03
2634,366731.97
2635,155894.25
2636,186040.25
2637,173639.5
2638,246808.2
2639,184151.16
2640,152883.5
2641,105189.055
2642,197082.84
2643,108343.64
2644,123432.96
2645,104352.76
2646,97581.1
2647,106780.31
2648,140914.17
2649,144355.55
2650,141872.84
2651,144254.81
2652,528013.06
2653,239921.06
2654,267407.56
2655,336084.97
2656,317113.56
2657,341826.75
2658,282583.7
2659,332597.47
2660,338167.12
2661,321211.06
2662,332057.34
2663,262134.95
2664,287482.16
2665,299716.88
2666,281217.84
2667,165827.48
2668,171423.47
2669,174718.55
2670,271702.34
2671,176531.92
2672,179389.52
2673,205866.53
2674,206279.02
2675,161901.72
2676,180971.67
2677,191369.6
2678,252888.94
2679,285481.9
2680,288091.38
2681,416513.75
2682,335573.8
2683,561018.06
2684,316820.28
2685,342762.4
2686,268189.94
2687,352413.28
2688,224474.98
2689,216194.11
2690,568683.9
2691,180951.84
2692,130861.22
2693,195955.05
2694,129621.92
2695,186795.67
2696,185128.45
2697,191861.39
2698,202531.97
2699,175367.5
2700,158018.95
2701,150295.2
2702,106533.766
2703,119829.28
2704,140941.7
2705,128195.88
2706,117902.18
2707,125880.695
2708,140402.36
2709,118082.59
2710,126222.8
2711,283980.12
2712,367601.3
2713,167675.39
2714,147452.2
2715,171659.52
2716,151423.0
2717,175492.02
2718,230589.75
2719,145116.19
2720,158978.7
2721,137713.67
2722,158416.66
2723,146421.34
2724,128768.9
2725,135630.98
2726,141855.1
2727,173075.23
2728,172839.39
2729,147303.47
2730,141238.19
2731,128006.51
2732,123558.984
2733,159508.72
2734,142616.02
2735,135033.58
2736,142420.42
2737,127219.375
2738,136895.39
2739,160047.39
2740,140639.23
2741,147480.14
2742,155837.48
2743,148439.94
2744,148142.02
2745,141525.48
2746,134174.98
2747,160245.38
2748,131965.16
2749,130859.2
2750,136904.34
2751,133084.1
2752,198990.33
2753,160884.94
2754,203004.61
2755,121994.06
2756,87996.57
2757,69337.945
2758,82158.4
2759,157205.98
2760,130807.19
2761,141388.42
2762,148386.05
2763,192175.5
2764,159141.78
2765,267724.28
2766,145412.0
2767,88705.87
2768,127021.0
2769,126743.734
2770,140490.98
2771,118556.23
2772,118332.44
2773,134727.2
2774,143966.83
2775,137793.34
2776,138369.58
2777,147231.3
2778,114768.54
2779,121874.98
2780,99139.96
2781,92644.29
2782,86518.74
2783,114247.34
2784,126654.81
2785,136636.19
2786,69516.71
2787,116732.336
2788,77181.12
2789,201635.03
2790,81091.67
2791,108961.42
2792,61084.37
2793,184117.12
2794,87335.62
2795,117704.51
2796,110067.625
2797,222611.69
2798,128683.36
2799,115830.25
2800,65438.395
2801,106739.79
2802,139651.23
2803,152286.86
2804,134811.88
2805,94932.29
2806,76908.54
2807,146912.45
2808,151445.67
2809,133834.0
2810,134320.69
2811,165263.38
2812,146635.05
2813,141287.23
2814,149409.97
2815,97323.66
2816,269114.2
2817,168205.27
2818,130384.875
2819,174351.27
2820,137589.08
2821,115028.32
2822,207820.27
2823,250269.72
2824,194881.4
2825,150336.33
2826,133804.39
2827,134548.6
2828,205618.75
2829,181871.75
2830,242907.98
2831,187209.22
2832,232951.7
2833,298724.0
2834,214624.38
2835,211275.05
2836,188510.22
2837,170335.77
2838,140554.31
2839,178626.5
2840,200116.67
2841,208409.05
2842,240466.8
2843,153209.53
2844,150702.2
2845,119738.7
2846,218420.8
2847,198484.92
2848,211739.92
2849,201871.03
2850,258783.75
2851,246413.22
2852,223445.28
2853,260722.64
2854,140807.05
2855,201004.22
2856,208241.19
2857,187574.81
2858,194394.78
2859,129636.23
2860,130702.875
2861,119479.61
2862,198176.75
2863,126758.82
2864,250703.5
2865,141066.64
2866,137838.11
2867,95736.125
2868,96791.875
2869,117859.19
2870,150722.77
2871,90473.89
2872,57809.46
2873,97763.7
2874,136521.3
2875,112928.39
2876,168105.16
2877,149230.88
2878,175711.33
2879,135802.88
2880,94629.72
2881,132555.17
2882,175588.12
2883,172738.52
2884,185325.72
2885,211968.08
2886,204101.08
2887,102279.96
2888,132158.72
2889,45314.87
2890,86537.83
2891,126826.08
2892,40383.594
2893,90567.15
2894,67389.89
2895,327034.78
2896,369494.62
2897,202486.06
2898,156430.1
2899,239550.0
2900,158859.66
2901,198761.1
2902,189300.77
2903,360111.0
2904,357700.22
2905,107388.77
2906,201004.17
2907,113050.875
2908,134814.5
2909,144987.86
2910,81387.3
2911,75272.77
2912,152535.08
2913,74105.97
2914,73953.13
2915,75439.65
2916,69864.766
2917,169693.06
2918,120231.39
2919,216040.11
